file_name,text
0053-6-2.tif,Dann magst du mich in Fesseln schlagen
0053-6-3.tif,Dann will ich gern zu Grunde gehn
0053-6-4.tif,Dann mag die Todtenglocke schallen
0053-6-5.tif,Dann bist du deines Dienstes frey
0053-6-6.tif,Die Uhr mag stehn der Zeiger fallen
0053-6-7.tif,Es sey die Zeit f�r mich vorbey
0057-1-0.tif,Imagine a vast sheet of paper on which straight Lines
0057-1-1.tif,Triangles Squares Pentagons Hexagons and other figures instead of remaining
0057-1-2.tif,fixed in their places move freely about on or in the surface but without
0057-1-3.tif,the power of rising above or sinking below it very much like
0057-1-4.tif,shadows only hard and with luminous edges and you will then
0057-1-5.tif,have a pretty correct notion of my country and countrymen
0057-1-6.tif,Alas a few years ago I should have said
0057-1-7.tif,my universe but now my mind has been opened to higher
0057-1-8.tif,views of things
0057-2-0.tif,And fortune on his damned quarrel smiling
0057-2-1.tif,Show'd like a rebel's whore but all's too weak
0057-2-2.tif,For brave Nomacs well he deserves that name
0057-2-3.tif,Disdaining fortune with his brandish'd steel
0057-2-4.tif,Which smoked with bloody execution
0057-2-5.tif,Like valour's minion carved out his passage
0057-2-6.tif,Till he faced the slave
0057-3-0.tif,Mail�fterl is an Austrian nickname for the first computer
0057-3-1.tif,working solely on transistors on the European mainland It was
0057-3-2.tif,built in 1955 at Vienna University of Technology by
0057-3-3.tif,Heinz Zemanek The builder plays on a quote on an
0057-3-4.tif,operating computer If it is not the rapid calculation
0057-3-5.tif,speed of American models that Whirlwind or Typhoon can
0057-3-6.tif,achieve it will be enough for a Wiener Mail�fterl
0057-3-7.tif,The full name is Bin�r dezimaler Volltransistor-Rechenautomat
0057-4-0.tif,When we look to the individuals of the same variety or
0057-4-1.tif,sub-variety of our older cultivated plants and animals
0057-4-2.tif,one of the first points which strikes us is that they generally
0057-4-3.tif,differ much more from each other than do the individuals
0057-4-4.tif,of any one species or variety in a state of nature
0057-6-0.tif,Werd ich zum Augenblicke sagen
0057-6-1.tif,Verweile doch du bist so sch�n
0057-6-2.tif,Dann magst du mich in Fesseln schlagen
0057-6-3.tif,Dann will ich gern zu Grunde gehn
0057-6-4.tif,Dann mag die Todtenglocke schallen
0057-6-5.tif,Dann bist du deines Dienstes frey
0057-6-6.tif,Die Uhr mag stehn der Zeiger fallen
0057-6-7.tif,Es sey die Zeit f�r mich vorbey
0058-1-0.tif,Imagine a vast sheet of paper on which straight Lines Triangles
0058-1-1.tif,Squares Pentagons Hexagons and other figures instead of remaining fixed
0058-1-2.tif,in their places move freely about on or in the surface but without
0058-1-3.tif,the power of rising above or sinking below it very much like shadows
0058-1-4.tif,only hard and with luminous edges and you will then have a
0058-1-5.tif,pretty correct notion of my country and countrymen Alas a few
0058-1-6.tif,years ago I should have said my universe but now my mind
0058-1-7.tif,has been opened to higher views of things
0058-2-0.tif,And fortune on his damned quarrel smiling
0058-2-1.tif,Show'd like a rebel's whore but all's too weak
0058-2-2.tif,For brave Nomacs well he deserves that name
0058-2-3.tif,Disdaining fortune with his brandish'd steel
0058-2-4.tif,Which smoked with bloody execution
0058-2-5.tif,Like valour's minion carved out his passage
0058-2-6.tif,Till he faced the slave
0058-3-0.tif,Mail�fterl is an Austrian nickname for the first computer working
0058-3-1.tif,solely on transistors on the European mainland It was built
0058-3-2.tif,in 1955 at the Vienna University of Technology by Heinz Zemanek
0058-3-3.tif,The builder plays on a quote on an operating computer
0058-3-4.tif,If it is not the rapid calculation speed of American models that
0058-3-5.tif,Whirlwind or Typhoon can achieve it will be enough for a
0058-3-6.tif,Wiener Mail�fterl The full name is Bin�r dezimaler Volltransistor--
0058-3-7.tif,Rechenautomat
0058-4-0.tif,When we look to the individuals of the same variety or
0058-4-1.tif,sub-variety of our older cultivated plants and animals one
0058-4-2.tif,of the first points which strikes us is that they generally
0058-4-3.tif,differ much more from each other than do the individuals of
0058-4-4.tif,any one species or variety in a state of nature
0058-6-0.tif,Werd ich zum Augenblicke sagen
0058-6-1.tif,Verweile doch du bist so sch�n
0058-6-2.tif,Dann magst du mich in Fesseln schlagen
0058-6-3.tif,Dann will ich gern zu Grunde gehn
0058-6-4.tif,Dann mag die Todtenglocke schallen
0058-6-5.tif,Dann bist du deines Dienstes frey
0058-6-6.tif,Die Uhr mag stehn der Zeiger fallen
0058-6-7.tif,Es sey die Zeit f�r mich vorbey
0059-1-0.tif,Imagine a vast sheet of paper on which straight Lines Triangles
0059-1-1.tif,Squares Pentagons Hexagons and other figures instead of remaining fixed
0059-1-2.tif,in their places move freely about on or in the surface but without
0059-1-3.tif,the power of rising above or sinking below it very much like
0059-1-4.tif,shadows only hard and with luminous edges and you will then
0059-1-5.tif,have a pretty correct notion of my country and countrymen Alas
0059-1-6.tif,a few years ago I should have said my universe but now my
0059-1-7.tif,mind has been opened to higher views of things
0059-2-0.tif,And fortune on his damned quarrel smiling
0059-2-1.tif,Show'd like a rebel's whore but all's too weak
0059-2-2.tif,For brave Nomacs well he deserves that name
0059-2-3.tif,Disdaining fortune with his brandish'd steel
0059-2-4.tif,Which smoked with bloody execution
0059-2-5.tif,Like valour's minion carved out his passage
0059-2-6.tif,Till he faced the slave
0059-3-0.tif,Mail�fterl is an Austrian nickname for the first computer
0059-3-1.tif,working solely on transistors on the European mainland It
0059-3-2.tif,was built in 1955 at the Vienna University of Technology by
0059-3-3.tif,Heinz Zemanek The builder plays on a quote on an operating
0059-3-4.tif,computer If it is not the rapid calculation speed of American
0059-3-5.tif,models that Whirlwind or Typhoon can achieve it will be
0059-3-6.tif,enough for a Wiener Mail�fterl The full name is Bin�r
0059-3-7.tif,dezimaler Volltransistor-Rechenautomat
0059-4-0.tif,When we look to the individuals of the same variety or
0059-4-1.tif,sub-variety of our older cultivated plants and animals one of the
0059-4-2.tif,first points which strikes us is that they generally differ
0059-4-3.tif,much more from each other than do the individuals of any
0059-4-4.tif,one species or variety in a state of nature
0059-6-0.tif,Werd ich zum Augenblicke sagen
0059-6-1.tif,Verweile doch du bist so sch�n
0059-6-2.tif,Dann magst du mich in Fesseln schlagen
0059-6-3.tif,Dann will ich gern zu Grunde gehn
0059-6-4.tif,Dann mag die Todtenglocke schallen
0059-6-5.tif,Dann bist du deines Dienstes frey
0059-6-6.tif,Die Uhr mag stehn der Zeiger fallen
0059-6-7.tif,Es sey die Zeit f�r mich vorbey
0073-1-0.tif,Imagine a vast sheet of paper on which straight Lines Triangles
0073-1-1.tif,Squares Pentagons Hexagons and other figures instead
0073-1-2.tif,of remaining fixed in their places move freely about
0073-1-3.tif,on or in the surface but without the power of rising above
0073-1-4.tif,or sinking below it very much like shadows only hard
0073-1-5.tif,and with luminous edges and you will then have a pretty
0073-1-6.tif,correct notion of my country and countrymen Alas a few
0073-1-7.tif,years ago I should have said my universe but now my
0073-1-8.tif,mind has been opened to higher views of things
0073-2-0.tif,And fortune on his damned quarrel smiling
0073-2-1.tif,Show'd like a rebel's whore but all's too weak
0073-2-2.tif,For brave Nomacs well he deserves that name
0073-2-3.tif,Disdaining fortune with his brandish'd steel
0073-2-4.tif,Which smoked with bloody execution
0073-2-5.tif,Like valour's minion carved out his passage
0073-2-6.tif,Till he faced the slave
0073-3-0.tif,Mail�fterl is an Austrian nickname for the first computer
0073-3-1.tif,working solely on transistors on the European mainland
0073-3-2.tif,It was built in 1955 at the Vienna University of Technology
0073-3-3.tif,by Heinz Zemanek The builder plays on a quote on an
0073-3-4.tif,operating computer If it is not the rapid calculation speed
0073-3-5.tif,of American models that Whirlwind or Typhoon can achieve
0073-3-6.tif,it will be enough for a Wiener Mail�fterl The full name
0073-3-7.tif,is Bin�r dezimaler Volltransistor-Rechenautomat
0073-4-0.tif,When we look to the individuals of same variety or sub-variety
0073-4-1.tif,of our older cultivated plants and animals one of the first
0073-4-2.tif,points which strikes us is that they generally differ much
0073-4-3.tif,more from each other than do the individuals of any one
0073-4-4.tif,species or variety in a state of nature
0073-6-0.tif,Werd ich zum Augenblicke sagen
0073-6-1.tif,Verweile doch du bist so sch�n
0073-6-2.tif,Dann magst du mich in Fesseln schlagen
0073-6-3.tif,Dann will ich gern zu Grunde gehn
0073-6-4.tif,Dann mag die Todtenglocke schallen
0073-6-5.tif,Dann bist du deines Dienstes frey
0073-6-6.tif,Die Uhr mag stehn der Zeiger fallen
0073-6-7.tif,Es sey die Zeit f�r mich vorbey
0074-1-0.tif,Imagine a vast sheet of paper on which straight Lines
0074-1-1.tif,Triangles Squares Pentagons Hexagons and other
0074-1-2.tif,figures instead of remaining fixed in their places
0074-1-3.tif,move freely about on or in the surface but
0074-1-4.tif,without the power of rising above or sinking below
0074-1-5.tif,it very much like shadows only hard and
0074-1-6.tif,luminous edges and you will then have a pretty
0074-1-7.tif,correct notion of my country and countrymen Alas
0074-1-8.tif,a few years ago I should have said my
0074-1-9.tif,universe but now my mind has been opened
0074-1-10.tif,to higher views of things
0074-2-0.tif,And fortune on his damned quarrel smiling
0074-2-1.tif,Show'd like a rebel's whore but all's too
0074-2-2.tif,weak For brave Nomacs well he deserves
0074-2-3.tif,that name Disdaining fortune with his
0074-2-4.tif,brandish'd steel Which smoked with
0074-2-5.tif,bloody execution Like valour's minion
0074-2-6.tif,carved out his passage Till he faced the
0074-2-7.tif,slave
0074-3-0.tif,Mail�fterl is an Austrian nickname for the first
0074-3-1.tif,computer working solely on transistors on the
0074-3-2.tif,European mainland It was built in 1955
0074-3-3.tif,at the Vienna University of Technology by Heinz
0074-3-4.tif,Zemanek The builder plays on a quote on an
0074-3-5.tif,operating computer If it is not the rapid calculation
0074-3-6.tif,speed of American models that Whirlwind or
0074-3-7.tif,Typhoon can achieve it will be enough for a
0074-3-8.tif,Wiener Mail�fterl The full name is Bin�r
0074-3-9.tif,dezimaler Volltransistor-Rechenautomat
0074-4-0.tif,When we look to the individuals of the same
0074-4-1.tif,variety or sub-variety of our older cultivated
0074-4-2.tif,plants and animals one of the first points
0074-4-3.tif,which strikes us is that they generally differ
0074-4-4.tif,much more from each other than do the
0074-4-5.tif,individuals of any one species or variety in
0074-4-6.tif,a state of nature
0074-6-0.tif,Werd ich zum Augenblicke sagen
0074-6-1.tif,Verweile doch du bist so sch�n
0074-6-2.tif,Dann magst du mich in Fesseln schlagen
0074-6-3.tif,Dann will ich gern zu Grunde gehn
0074-6-4.tif,Dann mag die Todtenglocke schallen
0074-6-5.tif,Dann bist du deines Dienstes frey
0074-6-6.tif,Die Uhr mag stehn der Zeiger fallen
0074-6-7.tif,Es sey die Zeit f�r mich vorbey
0075-1-0.tif,Imagine a vast sheet of paper on which straight Lines Triangles Squares
0075-1-1.tif,Pentagons Hexagons and other figures instead of remaining fixed in their places
0075-1-2.tif,move freely about on or in the surface but without the power of rising
0075-1-3.tif,above or sinking below it very much like shadows only hard and with
0075-1-4.tif,luminous edges and you will then have a pretty correct notion of my
0075-1-5.tif,country and countrymen Alas a few years ago I should have said my
0075-1-6.tif,universe but now my mind has been opened to higher views of things
0075-2-0.tif,And fortune on his damned quarrel smiling
0075-2-1.tif,Show'd like a rebel's whore but all's too weak
0075-2-2.tif,For brave Nomacs well he deserves that name
0075-2-3.tif,Disdaining fortune with his brandish'd steel
0075-2-4.tif,Which smoked with bloody execution
0075-2-5.tif,Like valour's minion carved out his passage
0075-2-6.tif,Till he faced the slave
0075-3-0.tif,Mail�fterl is an Austrian nickname for the first computer working solely
0075-3-1.tif,on transistors on European mainland It was built in 1955 at the Vienna
0075-3-2.tif,University of Technology by Heinz Zemanek The builder plays on a quote on an
0075-3-3.tif,operating computer If it is not the rapid calculation speed of American models
0075-3-4.tif,that Whirlwind or Typhoon can achieve it will be enough for a Wiener
0075-3-5.tif,Mail�fterl The full name is Bin�r dezimaler Volltransistor-Rechenautomat
0075-4-0.tif,When we look to the individuals of the same variety or sub-variety of
0075-4-1.tif,our older cultivated plants and animals one of the first points which strikes us
0075-4-2.tif,is that they generally differ much more from each other than do the individuals
0075-4-3.tif,of any one species or variety in a state of nature
0075-6-0.tif,Werd ich zum Augenblicke sagen
0075-6-1.tif,Verweile doch du bist so sch�n
0075-6-2.tif,Dann magst du mich in Fesseln schlagen
0075-6-3.tif,Dann will ich gern zu Grunde gehn
0075-6-4.tif,Dann mag die Todtenglocke schallen
0075-6-5.tif,Dann bist du deines Dienstes frey
0075-6-6.tif,Die Uhr mag stehn der Zeiger fallen
0075-6-7.tif,Es sey die Zeit f�r mich vorbey
0076-1-0.tif,Imagine a vast sheet of paper on which straight Lines
0076-1-1.tif,Triangles Squares Pentagons Hexagons and other figures
0076-1-2.tif,instead of remaining fixed in their places move freely about
0076-1-3.tif,on or in the surface but without the power of rising above
0076-1-4.tif,or sinking below it very much like shadows only hard
0076-1-5.tif,and with luminous edges and you will then have a pretty
0076-1-6.tif,correct notion of my country and countrymen Alas a few
0076-1-7.tif,years ago I should have said my universe but
0076-1-8.tif,now my mind has been opened to higher views of things
0076-2-0.tif,And fortune on his damned quarrel smiling
0076-2-1.tif,Show'd like a rebel's whore but all's too weak
0076-2-2.tif,For brave Nomacs well he deserves that name
0076-2-3.tif,Disdaining fortune with his brandish'd steel
0076-2-4.tif,Which smoked with bloody execution
0076-2-5.tif,Like valour's minion carved out his passage
0076-2-6.tif,Till he faced the slave
0076-3-0.tif,Mail�fterl is an Austrian nickname for the first computer
0076-3-1.tif,working solely on transistors on the European
0076-3-2.tif,mainland It was built in 1955 at the Vienna University
0076-3-3.tif,of Technology by Heinz Zemanek The builder plays
0076-3-4.tif,on a quote on an operating computer If it is not
0076-3-5.tif,the rapid calculation speed of American models that
0076-3-6.tif,Whirlwind or Typhoon can achieve it will be enough
0076-3-7.tif,for a Wiener Mail�fterl The full name is Bin�r
0076-3-8.tif,dezimaler Volltransistor-Rechenautomat
0076-4-0.tif,When we look to the individuals of the same variety or
0076-4-1.tif,sub-variety of our older cultivated plants and animals
0076-4-2.tif,one of the first points which strikes us is that they generally
0076-4-3.tif,differ much more from each other than do the individuals
0076-4-4.tif,of any one species or variety in a state of nature
0076-6-0.tif,Werd ich zum Augenblicke sagen
0076-6-1.tif,Verweile doch du bist so sch�n
0076-6-2.tif,Dann magst du mich in Fesseln schlagen
0076-6-3.tif,Dann will ich gern zu Grunde gehn
0076-6-4.tif,Dann mag die Todtenglocke schallen
0076-6-5.tif,Dann bist du deines Dienstes frey
0076-6-6.tif,Die Uhr mag stehn der Zeiger fallen
0076-6-7.tif,Es sey die Zeit f�r mich vorbey
0077-1-0.tif,Imagine a vast sheet of paper on which straight
0077-1-1.tif,Lines Triangles Squares Pentagons Hexagons and other
0077-1-2.tif,figures instead of remaining fixed in their places move
0077-1-3.tif,freely about on or in the surface but without the
0077-1-4.tif,power of rising above or sinking below it very much
0077-1-5.tif,like shadows only hard and with luminous edges
0077-1-6.tif,and you will then have a pretty correct notion of
0077-1-7.tif,my country and countrymen Alas a few years
0077-1-8.tif,ago I should have said my universe but now
0077-1-9.tif,my mind has been opened to higher views of things
0077-2-0.tif,And fortune on his damned quarrel smiling
0077-2-1.tif,Show'd like a rebel's whore but all's too weak
0077-2-2.tif,For brave Nomacs well he deserves that name
0077-2-3.tif,Disdaining fortune with his brandish'd steel
0077-2-4.tif,Which smoked with bloody execution
0077-2-5.tif,Like valour's minion carved out his passage
0077-2-6.tif,Till he faced the slave
0077-3-0.tif,Mail�fterl is an Austrian nickname for the first
0077-3-1.tif,computer working solely on transistors on the
0077-3-2.tif,European mainland It was built in 1955 at the
0077-3-3.tif,Vienna University of Technology by Heinz Zemanek
0077-3-4.tif,The builder plays on a quote on an operating computer
0077-3-5.tif,If it is not the rapid calculation speed of American models
0077-3-6.tif,that Whirlwind or Typhoon can achieve it will
0077-3-7.tif,be enough for a Wiener Mail�fterl The full name is
0077-3-8.tif,Bin�r dezimaler Volltransistor-Rechenautomat
0077-4-0.tif,When we look to the individuals of the same
0077-4-1.tif,variety or sub-variety of our older cultivated plants
0077-4-2.tif,and animals one of the first points which strikes
0077-4-3.tif,us is that they generally differ much more from
0077-4-4.tif,each other than do the individuals of any one
0077-4-5.tif,species or variety in a state of nature
0077-6-0.tif,Werd ich zum Augenblicke sagen
0077-6-1.tif,Verweile doch du bist so sch�n
0077-6-2.tif,Dann magst du mich in Fesseln schlagen
0077-6-3.tif,Dann will ich gern zu Grunde gehn
0077-6-4.tif,Dann mag die Todtenglocke schallen
0077-6-5.tif,Dann bist du deines Dienstes frey
0077-6-6.tif,Die Uhr mag stehn der Zeiger fallen
0077-6-7.tif,Es sey die Zeit f�r mich vorbey
0078-1-0.tif,Imagine a vast sheet of paper on which
0078-1-1.tif,straight Lines Triangles Squares Pentagons Hexagons
0078-1-2.tif,and other figures instead of remaining fixed in their
0078-1-3.tif,places move freely about on or in the surface but
0078-1-4.tif,without the power of rising above or sinking below
0078-1-5.tif,it very much like shadows only hard and with
0078-1-6.tif,luminous edges and you will then have a pretty
0078-1-7.tif,correct notion of my country and countrymen
0078-1-8.tif,Alas a few years ago I should have said my
0078-1-9.tif,universe but now my mind has been opened
0078-1-10.tif,to higher views of things
0078-2-0.tif,And fortune on his damned quarrel smiling
0078-2-1.tif,Show'd like a rebel's whore but all's too weak
0078-2-2.tif,For brave Nomacs well he deserves that name
0078-2-3.tif,Disdaining fortune with his brandish'd steel
0078-2-4.tif,Which smoked with bloody execution
0078-2-5.tif,Like valour's minion carved out his passage
0078-2-6.tif,Till he faced the slave
0078-3-0.tif,Mail�fterl is an Austrian nickname for the first
0078-3-1.tif,computer working solely on transistors on the
0078-3-2.tif,European mainland It was built in 1955 at the
0078-3-3.tif,Vienna University of Technology by Heinz Zemanek
0078-3-4.tif,The builder plays on a quote on an operating
0078-3-5.tif,computer If it is not the rapid calculation speed
0078-3-6.tif,of American models that Whirlwind or Typhoon
0078-3-7.tif,can achieve it will be enough for a Wiener
0078-3-8.tif,Mail�fterl The full name is Bin�r dezimaler
0078-3-9.tif,Volltransistor-Rechenautomat
0078-4-0.tif,When we look to the individuals of the same
0078-4-1.tif,variety or sub-variety of our older cultivated
0078-4-2.tif,plants and animals one of the first points
0078-4-3.tif,which strikes us is that they generally differ
0078-4-4.tif,much more from each other than do the
0078-4-5.tif,individuals of any one species or variety in a
0078-4-6.tif,state of nature
0078-6-0.tif,Werd ich zum Augenblicke sagen
0078-6-1.tif,Verweile doch du bist so sch�n
0078-6-2.tif,Dann magst du mich in Fesseln schlagen
0078-6-3.tif,Dann will ich gern zu Grunde gehn
0078-6-4.tif,Dann mag die Todtenglocke schallen
0078-6-5.tif,Dann bist du deines Dienstes frey
0078-6-6.tif,Die Uhr mag stehn der Zeiger fallen
0078-6-7.tif,Es sey die Zeit f�r mich vorbey
0079-1-0.tif,Imagine a vast sheet of paper on which straight Lines
0079-1-1.tif,Triangles Squares Pentagons Hexagons and other
0079-1-2.tif,figures instead of remaining fixed in their places move
0079-1-3.tif,freely about on or in the surface but without the
0079-1-4.tif,power of rising above or sinking below it very
0079-1-5.tif,much like shadows only hard and with luminous edges
0079-1-6.tif,and you will then have a pretty correct notion of my
0079-1-7.tif,country and countrymen Alas a few years ago
0079-1-8.tif,I should have said my universe but now my mind
0079-1-9.tif,has been opened to higher views of things
0079-2-0.tif,And fortune on his damned quarrel smiling
0079-2-1.tif,Show'd like a rebel's whore but all's too weak
0079-2-2.tif,For brave Nomacs well he deserves that name
0079-2-3.tif,Disdaining fortune with his brandish'd steel
0079-2-4.tif,Which smoked with bloody execution
0079-2-5.tif,Till he faced the slave
0079-3-0.tif,Mail�fterl is an Austrian nickname for the first
0079-3-1.tif,computer working solely on transistors on the
0079-3-2.tif,European mainland It was built in 1955 at the
0079-3-3.tif,Vienna University of Technology by Heinz Zemanek
0079-3-4.tif,The builder plays on a quote an operating computer
0079-3-5.tif,If it is not the rapid calculation speed of American
0079-3-6.tif,models that Whirlwind or Typhoon can
0079-3-7.tif,achieve it will be enough for a Wiener Mail�fterl
0079-3-8.tif,The full name is Bin�r dezimaler Volltransistor--
0079-3-9.tif,Rechenautomat
0079-4-0.tif,When we look to the individuals of the same
0079-4-1.tif,variety or sub-variety of our older cultivated
0079-4-2.tif,plants and animals one of the first points
0079-4-3.tif,which strikes us is that they generally differ
0079-4-4.tif,much more from each other than do the individuals
0079-4-5.tif,of any one species or variety in a state of nature
0079-6-0.tif,Werd ich zum Augenblicke sagen
0079-6-1.tif,Verweile doch du bist so sch�n
0079-6-2.tif,Dann magst du mich in Fesseln schlagen
0079-6-3.tif,Dann will ich gern zu Grunde gehn
0079-6-4.tif,Dann mag die Todtenglocke schallen
0079-6-5.tif,Dann bist du deines Dienstes frey
0079-6-6.tif,Die Uhr mag stehn der Zeiger fallen
0079-6-7.tif,Es sey die Zeit f�r mich vorbey
0080-1-0.tif,Imagine a vast sheet of paper on which straight Lines Triangles
0080-1-1.tif,Squares Pentagons Hexagons and other figures instead
0080-1-2.tif,of remaining fixed in their places move freely about on
0080-1-3.tif,or in the surface but without the power of rising above
0080-1-4.tif,or sinking below it very much like shadows only hard
0080-1-5.tif,and with luminous edges and you will then have a pretty
0080-1-6.tif,correct notion of my country and countrymen Alas
0080-1-7.tif,a few years ago I should have said my universe
0080-1-8.tif,but now my mind has been opened to higher views
0080-2-0.tif,And fortune on his damned quarrel smiling
0080-2-1.tif,Show'd like a rebel's whore but all's too weak
0080-2-2.tif,For brave Nomacs well he deserves that name
0080-2-3.tif,Disdaining fortune with his brandish'd steel
0080-2-4.tif,Which smoked with bloody execution
0080-2-5.tif,Like valour's minion carved out his passage
0080-2-6.tif,Till he faced the slave
0080-3-0.tif,Mail�fterl is an Austrian nickname for the first
0080-3-1.tif,computer working solely on transistors on the
0080-3-2.tif,European mainland It was built in 1955 at the Vienna
0080-3-3.tif,University of Technology by Heinz Zemanek The
0080-3-4.tif,builder plays on a quote on an operating computer
0080-3-5.tif,If it is not the rapid calculation speed of American
0080-3-6.tif,models that Whirlwind or Typhoon can achieve
0080-3-7.tif,it will be enough for a Wiener Mail�fterl The
0080-3-8.tif,full name is Bin�r dezimaler Volltransistor--
0080-3-9.tif,Rechenautomat
0080-4-0.tif,When we look to the individuals of the same
0080-4-1.tif,variety or sub-variety of our older cultivated
0080-4-2.tif,plants and animals one of the first points
0080-4-3.tif,which strikes us is that they generally differ
0080-4-4.tif,much more from each other than do the individuals
0080-4-5.tif,of any one species or variety in a state of
0080-4-6.tif,nature
0080-6-0.tif,Werd ich zum Augenblicke sagen
0080-6-1.tif,Verweile doch du bist sch�n
0080-6-2.tif,Dann magst du mich in Fesseln schlagen
0080-6-3.tif,Dann will ich gern zu Grunde gehn
0080-6-4.tif,Dann mag die Todtenglocke schallen
0080-6-5.tif,Dann bist du deines Dienstes frey
0080-6-6.tif,Die Uhr mag stehn der Zeiger fallen
0080-6-7.tif,Es sey die Zeit f�r mich vorbey
0081-1-0.tif,Imagine a vast sheet of paper on which straight Lines
0081-1-1.tif,Triangles Squares Pentagons Hexagons and other figures
0081-1-2.tif,instead of remaining fixed in their places move freely
0081-1-3.tif,about on or in the surface but without the power of
0081-1-4.tif,rising above or sinking below it very much like
0081-1-5.tif,shadows only hard and with luminous edges and
0081-1-6.tif,you will then have a pretty correct notion of my
0081-1-7.tif,country and countrymen Alas a few years ago I
0081-1-8.tif,should have said my universe but now my mind
0081-1-9.tif,has been opened to higher views of things
0081-2-0.tif,And fortune on his damned quarrel smiling
0081-2-1.tif,Show'd like a rebel's whore but all's too weak
0081-2-2.tif,For brave Nomacs well he deserves that name
0081-2-3.tif,Disdaining fortune with his brandish'd steel
0081-2-4.tif,Which smoked with bloody execution
0081-2-5.tif,Like valour's minion carved out his passage
0081-2-6.tif,Till he faced the slave
0081-3-0.tif,Mail�fterl is an Austrian nickname for the first
0081-3-1.tif,computer working solely on transistors on the
