file_name,text
0005-4-7.tif,variety in a state of nature
0005-6-0.tif,Werd ich zum Augenblicke sagen
0005-6-1.tif,Verweile doch du bist so sch�n
0005-6-2.tif,Dann magst du mich in Fesseln schlagen
0005-6-3.tif,Dann will ich gern zu Grunde gehn
0005-6-4.tif,Dann mag die Todtenglocke schallen
0005-6-5.tif,Dann bist du deines Dienstes frey
0005-6-6.tif,Die Uhr mag stehn der Zeiger fallen
0005-6-7.tif,Es sey die Zeit f�r mich vorbey
0005-7-0.tif,You have killed my love You used
0005-7-1.tif,to stir my imagination Now you don't
0005-7-2.tif,even stir my curiosity You simply
0005-7-3.tif,produce no effect I loved you because
0005-7-4.tif,you were marvellous because you had
0005-7-5.tif,genius and intellect because you realised
0005-7-6.tif,the dreams of great poets and gave
0005-7-7.tif,shape and substance to the shadows
0005-7-8.tif,of art You have thrown it all away
0005-7-9.tif,You are shallow and stupid
0005-8-0.tif,While I gazed this fissure rapidly
0005-8-1.tif,widened there came a fierce breath
0005-8-2.tif,of the whirlwind the entire orb
0005-8-3.tif,of the satellite burst at once upon
0005-8-4.tif,my sight my brain reeled as I saw
0005-8-5.tif,the mighty walls rushing asunder
0005-8-6.tif,there was a long tumultuous shouting sound
0005-8-7.tif,like the voice of a thousand waters
0005-8-8.tif,and the deep and dank tarn at my
0005-8-9.tif,feet closed sullenly and silently over
0005-8-10.tif,the fragments of the House of
0005-8-11.tif,Usher
0006-1-0.tif,Imagine a vast sheet of paper on which straight
0006-1-1.tif,Lines Triangles Squares Pentagons Hexagons and other figures
0006-1-2.tif,instead of remaining fixed in their places move freely
0006-1-3.tif,about on or in the surface but without the power of
0006-1-4.tif,rising above or sinking below it very much like shadows
0006-1-5.tif,only hard and with luminous edges and you will
0006-1-6.tif,then have a pretty correct notion of my country
0006-1-7.tif,and countrymen Alas a few years ago I should
0006-1-8.tif,have said my universe but now my mind has
0006-1-9.tif,been opened to higher views of things
0006-2-0.tif,And fortune on his damned quarrel smiling
0006-2-1.tif,Show'd like a rebel's whore but all's too weak
0006-2-2.tif,For brave Nomacs well he deserves that name
0006-2-3.tif,Disdaining fortune with his brandish'd steel
0006-2-4.tif,Which smoked with bloody execution
0006-2-5.tif,Like valour's minion carved out his passage
0006-2-6.tif,Till he faced the slave
0006-3-0.tif,Mail�fterl is an Austrian nickname for the first computer
0006-3-1.tif,working solely on transistors on the European mainland It
0006-3-2.tif,was built in 1955 at the Vienna University of Technology
0006-3-3.tif,by Heinz Zemanek The builder plays on a quote on an
0006-3-4.tif,operating computer If it is not the rapid calculation
0006-3-5.tif,speed of American models that Whirlwind or Typhoon can
0006-3-6.tif,achieve it will be enough for a Wiener Mail�fterl The
0006-3-7.tif,full name is Bin�r dezimaler Volltransistor-Rechenautomat
0006-4-0.tif,When we look to the individuals of the same variety or
0006-4-1.tif,sub-variety of our older cultivated plants and animals
0006-4-2.tif,one of the first points which strikes us is that they
0006-4-3.tif,generally differ much more from each other than do
0006-4-4.tif,the individuals of any one species or variety in a
0006-4-5.tif,state of nature
0006-6-0.tif,Werd ich zum Augenblicke sagen
0006-6-1.tif,Verweile doch du bist so sch�n
0006-6-2.tif,Dann magst du mich in Fesseln schlagen
0006-6-3.tif,Dann will ich gern zu Grunde gehn
0006-6-4.tif,Dann mag die Todtenglocke schallen
0006-6-5.tif,Dann bist du deines Dienstes frey
0006-6-6.tif,Die Uhr mag stehn der Zeiger fallen
0006-6-7.tif,Es sey die Zeit f�r mich vorbey
0006-7-0.tif,You have killed my love You used to stir my
0006-7-1.tif,imagination Now you don't even stir my curiosity
0006-7-2.tif,You simply produce no effect I loved you because
0006-7-3.tif,you were marvellous because you had genius and intellect
0006-7-4.tif,because you realised the dreams of great poets and
0006-7-5.tif,gave shape and substance to the shadows of art
0006-7-6.tif,You have thrown it all away You are shallow
0006-7-7.tif,and stupid
0006-8-0.tif,While I gazed this fissure rapidly widened there
0006-8-1.tif,came a fierce breath of the whirlwind the entire
0006-8-2.tif,orb of the satellite burst at once upon my
0006-8-3.tif,sight my brain reeled as I saw the mighty walls
0006-8-4.tif,rushing asunder there was a long tumultuous
0006-8-5.tif,shouting sound like the voice of a thousand waters
0006-8-6.tif,and the deep and dank tarn at my feet closed
0006-8-7.tif,sullenly and silently over the fragments of the
0006-8-8.tif,House of Usher
0012-1-0.tif,Imagine a vast sheet of paper on which
0012-1-1.tif,straight Lines Triangles Squares Pentagons
0012-1-2.tif,Hexagons and other figures instead of
0012-1-3.tif,remaining fixed in their places move freely
0012-1-4.tif,about on or in the surface but without the
0012-1-5.tif,power of rising above or sinking below it very
0012-1-6.tif,much like shadows only hard and with
0012-1-7.tif,luminous edges and you will then have
0012-1-8.tif,a pretty correct notion of my country and
0012-1-9.tif,countrymen Alas a few years ago I
0012-1-10.tif,should have said my universe but now
0012-1-11.tif,my mind has been opened to higher
0012-1-12.tif,views of things
0012-2-0.tif,And fortune on his damned quarrel
0012-2-1.tif,smiling Show'd like a rebel's whore
0012-2-2.tif,but all's too weak For brave Nomacs
0012-2-3.tif,well he deserves that name
0012-2-4.tif,Disdaining fortune with his brandish'd
0012-2-5.tif,steel Which smoked with bloody
0012-2-6.tif,execution Like valour's minion carved
0012-2-7.tif,out his passage Till he faced the slave
0012-3-0.tif,Mail�fterl is an Austrian nickname
0012-3-1.tif,for the first computer working solely on
0012-3-2.tif,transistors on the European mainland
0012-3-3.tif,It was built in 1955 at the Vienna
0012-3-4.tif,University of Technology by Heinz Zemanek
0012-3-5.tif,The builder plays on a quote on an
0012-3-6.tif,operating computer If it is not the
0012-3-7.tif,rapid calculation speed of American
0012-3-8.tif,models that Whirlwind or Typhoon can
0012-3-9.tif,achieve it will be enough for a Wiener
0012-3-10.tif,Mail�fterl The full name is Bin�r
0012-3-11.tif,dezimaler Volltransistor-Rechenautomat
0012-4-0.tif,When we look to the individuals of
0012-4-1.tif,the same variety or sub-variety of
0012-4-2.tif,our older cultivated plants and
0012-4-3.tif,animals one of the first points
0012-4-4.tif,which strikes us is that they generally
0012-4-5.tif,differ much more from each other than
0012-4-6.tif,do the individuals of any one species
0012-4-7.tif,or variety in a state of nature
0012-6-0.tif,Werd ich zum Augenblicke sagen
0012-6-1.tif,Verweile doch du bist so sch�n Dann
0012-6-2.tif,magst du mich in Fesseln schlagen
0012-6-3.tif,Dann will ich gern zu Grunde gehn
0012-6-4.tif,Dann mag die Todtenglocke schallen
0012-6-5.tif,Dann bist du deines Dienstes frey
0012-6-6.tif,Die Uhr mag stehn der Zeiger fallen
0012-6-7.tif,Es sey die Zeit f�r mich vorbey
0012-7-0.tif,You have killed my love You used to
0012-7-1.tif,stir my imagination Now you don't
0012-7-2.tif,even stir my curiosity You simply
0012-7-3.tif,produce no effect I loved you
0012-7-4.tif,because you were marvellous because
0012-7-5.tif,you had genius and intellect because
0012-7-6.tif,you realised the dreams of great
0012-7-7.tif,poets and gave shape and substance
0012-7-8.tif,to the shadows of art You have
0012-7-9.tif,thrown it all away You are shallow
0012-7-10.tif,and stupid
0012-8-0.tif,While I gazed this fissure rapidly
0012-8-1.tif,widened there came a fierce breath
0012-8-2.tif,of the whirlwind the entire orb of
0012-8-3.tif,the satellite burst at once upon my
0012-8-4.tif,sight my brain reeled as I saw the
0012-8-5.tif,mighty walls rushing asunder there
0012-8-6.tif,was a long tumultuous shouting sound
0012-8-7.tif,like the voice of a thousand waters
0012-8-8.tif,and the deep and dank tarn at
0012-8-9.tif,my feet closed sullenly and silently
0012-8-10.tif,over the fragments of the House of
0012-8-11.tif,Usher
0013-1-0.tif,Imagine a vast sheet of paper on which straight
0013-1-1.tif,Lines Triangles Squares Pentagons Hexagons and
0013-1-2.tif,other figures instead of remaining fixed in their
0013-1-3.tif,places move freely about on surface but
0013-1-4.tif,without the power of rising above or sinking
0013-1-5.tif,below it very much like shadows only hard
0013-1-6.tif,and with luminous edges and you will then
0013-1-7.tif,have a pretty correct notion of my country and
0013-1-8.tif,countrymen Alas a few years ago I should have
0013-1-9.tif,said my universe but now my mind has
0013-1-10.tif,been opened to higher views of things
0013-2-0.tif,And fortune on his damned
0013-2-1.tif,quarrel smiling Show'd like a rebel's
0013-2-2.tif,whore but all's too weak For brave Nomacs
0013-2-3.tif,well he deserves that name Disdaining
0013-2-4.tif,fortune with his brandish'd steel Which
0013-2-5.tif,smoked with bloody execution Like valour's
0013-2-6.tif,minion carved out his passage Till he faced
0013-2-7.tif,the slave
0013-3-0.tif,Mail�fterl is an Austrian nickname for the
0013-3-1.tif,first computer working solely on transistors
0013-3-2.tif,on the European mainland It was built in
0013-3-3.tif,1955 at the Vienna University of Technology
0013-3-4.tif,by Heinz Zemanek The builder plays on a
0013-3-5.tif,quote on an operating computer If it is not
0013-3-6.tif,the rapid calculation speed of American models
0013-3-7.tif,that Whirlwind or Typhoon can achieve it will
0013-3-8.tif,be enough for a Wiener Mail�fterl The full
0013-3-9.tif,name is Bin�r dezimaler Volltransistor-Rechen-
0013-3-10.tif,automat
0013-4-0.tif,When we look to the individuals of the
0013-4-1.tif,same variety or sub-variety of our older
0013-4-2.tif,cultivated plants and animals one of the
0013-4-3.tif,first points which strikes us is that they
0013-4-4.tif,generally differ much more from each other
0013-4-5.tif,than do the individuals of any one species
0013-4-6.tif,or variety in a state of nature
0013-6-0.tif,Werd ich zum Augenblicke sagen
0013-6-1.tif,Verweile doch du bist so sch�n
0013-6-2.tif,Dann magst du mich in Fesseln schlagen
0013-6-3.tif,Dann will ich gern zu Grunde gehn
0013-6-4.tif,Dann mag die Todtenglocke schallen
0013-6-5.tif,Dann bist du deines Dienstes frey
0013-6-6.tif,Die Uhr mag stehn der Zeiger fallen
0013-6-7.tif,Es sey die Zeit f�r mich vorbey
0013-7-0.tif,You have killed my love You used to stir
0013-7-1.tif,my imagination Now you don't even stir
0013-7-2.tif,my curiosity You simply produce no effect
0013-7-3.tif,I loved you because you were marvellous
0013-7-4.tif,because you had genius and intellect because
0013-7-5.tif,you realised the dreams of great poets and
0013-7-6.tif,gave shape and substance to the shadows
0013-7-7.tif,of art You have thrown it all away You are
0013-7-8.tif,shallow and stupid
0013-8-0.tif,While I gazed this fissure rapidly widened
0013-8-1.tif,there came a fierce breath of the whirlwind
0013-8-2.tif,the entire orb of the satellite burst at once
0013-8-3.tif,upon my sight my brain reeled as I saw
0013-8-4.tif,the mighty walls rushing asunder there
0013-8-5.tif,was a long tumultuous shouting sound
0013-8-6.tif,like the voice of a thousand waters and
0013-8-7.tif,the deep and dank tarn at my feet closed
0013-8-8.tif,sullenly and silently over the fragments of
0013-8-9.tif,the House of Usher
0014-1-0.tif,Imagine a vast sheet of paper on which straight
0014-1-1.tif,Lines Triangles Squares Pentagons Hexagons and
0014-1-2.tif,other figures instead of remaining fixed
0014-1-3.tif,in their places move freely about on or in the
0014-1-4.tif,surface but without the power of rising above or
0014-1-5.tif,sinking below it very much like shadows only hard
0014-1-6.tif,and with luminous edges and you will then have a pretty
0014-1-7.tif,correct notion of my country and countrymen Alas a
0014-1-8.tif,few years ago I should have said my universe
0014-1-9.tif,but now my mind has been opened to higher
0014-1-10.tif,views of things
0014-2-0.tif,And fortune on his damned quarrel smiling
0014-2-1.tif,Show'd like a rebel's whore but all's too weak
0014-2-2.tif,For brave Nomacs well he deserves that name
0014-2-3.tif,Disdaining fortune with his brandish'd steel
0014-2-4.tif,Which smoked with bloody execution
0014-2-5.tif,Like valour's minion carved out his passage
0014-2-6.tif,Till he faced the slave
0014-3-0.tif,Mail�fterl is an Austrian nickname for the first
0014-3-1.tif,computer working solely on transistors on the European
0014-3-2.tif,mainland It was built in 1955 at the Vienna University of
0014-3-3.tif,Technology by Heinz Zemanek The builder plays on a
0014-3-4.tif,quote on an operating computer If it is not the rapid
0014-3-5.tif,calculation speed of American models that Whirlwind or
0014-3-6.tif,Typhoon can achieve it will be enough for a Wiener
0014-3-7.tif,Mail�fterl The full name is Bin�r dezimaler
0014-3-8.tif,Volltransistor-Rechenautomat
0014-4-0.tif,When we look to the individuals of the same
0014-4-1.tif,variety or sub-variety of our older cultivated plants
0014-4-2.tif,and animals one of the first points which strikes us
0014-4-3.tif,is that they generally differ much more from
0014-4-4.tif,each other than do the individuals of any species
0014-4-5.tif,or variety in a state of nature
0014-6-0.tif,Werd ich zum Augenblicke sagen
0014-6-1.tif,Verweile doch du bist so sch�n
0014-6-2.tif,Dann magst du mich in Fesseln schlagen
0014-6-3.tif,Dann will ich gern zu Grunde gehn
0014-6-4.tif,Dann mag die Todtenglocke schallen
0014-6-5.tif,Dann bist du deines Dienstes frey
0014-6-6.tif,Die Uhr mag stehn der Zeiger fallen
0014-6-7.tif,Es sey die Zeit f�r mich vorbey
0014-7-0.tif,You have killed my love You used to stir my
0014-7-1.tif,imagination Now you don't even stir my curiosity
0014-7-2.tif,You simply produce no effect I
0014-7-3.tif,loved you because you were marvellous because
0014-7-4.tif,you had genius and intellect because you realised
0014-7-5.tif,the dreams of great poets and gave shape and
0014-7-6.tif,substance to the shadows of art You have thrown
0014-7-7.tif,it all away You are shallow and stupid
0014-8-0.tif,While I gazed this fissure rapidly widened there
0014-8-1.tif,came a fierce breath of the whirlwind the entire
0014-8-2.tif,orb of the satellite burst at once upon my sight
0014-8-3.tif,my brain reeled as I saw the mighty walls
0014-8-4.tif,rushing asunder there was a long tumultuous shouting
0014-8-5.tif,sound like the voice of a thousand waters and
0014-8-6.tif,the deep and dank tarn at my feet closed sullenly
0014-8-7.tif,and silently over the fragments of the House of
0014-8-8.tif,Usher
0015-1-0.tif,Imagine a vast sheet of paper on which straight Lines Squares
0015-1-1.tif,Pentagons Hexagons and other figures instead of remaining fixed in
0015-1-2.tif,their places move freely about on or in the surface but without
0015-1-3.tif,the power of rising above or sinking below it very much like sha-
0015-1-4.tif,dows only hard and with luminous edges and you will then
0015-1-5.tif,have a pretty correct notion of my country and countrymen Alas
0015-1-6.tif,a few years ago I should have said my universe but now my
0015-1-7.tif,mind has been opened to higher views of things
0015-2-0.tif,And fortune on his damned quarrel smiling
0015-2-1.tif,Show'd like a rebel's whore but all's too weak
0015-2-2.tif,For brave Nomacs well he deserves that name
0015-2-3.tif,Disdaining fortune with his brandish'd steel
